H11_Cycle_Num,H11_Cycle_Life(%),H11_C_Rest_Start_Volt(V),H11_C_Rest_End_Volt(V),H11_D_Rest_Start_Volt(V),H11_D_Rest_End_Volt(V),H11_CC_Chg_Cur(A),H11_CC_Chg_Volt(V),H11_CC_Chg_CapaCity(Ah),H11_CC_Chg_Energy(Wh),H11_CC_Chg_Time(s),H11_CCCV_Chg_Cur(A),H11_CCCV_Chg_Volt(V),H11_CCCV_Chg_CapaCity(Ah),H11_CCCV_Chg_Energy(Wh),H11_CCCV_Chg_Time(s),H11_CV_Chg_Time(s),H11_CC_Dischg_Cur(A),H11_CC_Dischg_Volt(V),H11_CC_Dischg_CapaCity(Ah),H11_CC_Dischg_Energy(Wh),H11_CC_Dischg_Time(s),H11_Volt_CC_DChg_00s,H11_Volt_CC_DChg_10s,H11_Rin(ohm)
972,89.4659343746594,4.1976,4.1886,2.584,3.3618,2.0000999999999998,4.099,2.577953111111111,9.791445333333332,4640.0,0.08,4.1998,3.3855772444444447,13.167746844444444,9572.6,4932.6,-3.9996,2.5,3.3854991111111112,11.56188888888889,3046.4,4.1018,4.0119,0.0224772477247725
973,90.11709398055406,4.1979,4.1892,2.5756,3.3423,2.0,4.0984,2.5779842222222222,9.792368,4640.0,0.08,4.2001,3.3906254222222225,13.189307733333331,9512.6,4782.6,-4.0007,2.5,3.4101397777777778,11.697072,3068.4,4.1028,4.0237,0.01977153998050351
974,90.05797559673921,4.1979,4.1892,2.584,3.3457,2.0002999999999997,4.0984,2.6281722222222226,9.96504,4730.0,0.07998999999999999,4.2001,3.411070577777778,13.237363199999999,9425.400000000001,4715.4000000000015,-4.0,2.5,3.4079026666666667,11.683181333333334,3066.4,4.1127,4.0252,0.02187500000000009
975,90.03414502144163,4.1982,4.1889,2.574,3.3454,2.0002999999999997,4.0984,2.6170153333333332,9.92608,4710.0,0.08,4.2001,3.4069692444444444,13.227976533333333,9420.2,4750.200000000001,-4.0011,2.5,3.4070008888888887,11.675943111111112,3065.6000000000004,4.1034,4.0237,0.01991952213141383
976,89.35570768704594,4.1979,4.1883,2.5815,3.3634,2.0,4.0987,2.594701111111111,9.843358222222225,4670.0,0.08,4.1998,3.401670044444445,13.216803555555556,9567.6,4937.6,-4.0003,2.5,3.381328,11.539272,3042.7000000000003,4.1127,4.0101,0.02564807639427038
977,89.33857762589685,4.1976,4.1883,2.5744,3.363,2.0000999999999998,4.0981,2.5724124444444447,9.770186666666666,4630.0,0.08,4.1998,3.381679288888889,13.153002666666668,9513.2,4883.200000000001,-4.0011,2.5,3.380679777777778,11.539425777777778,3042.1000000000004,4.1093,4.0101,0.02479318187498431
978,89.45180515727004,4.1979,4.1886,2.5778,3.3599,2.0007,4.0984,2.5724175555555564,9.771424000000001,4630.0,0.08,4.1998,3.382061511111111,13.155899733333333,9539.400000000001,4899.4000000000015,-4.0007,2.5,3.3849644444444444,11.556426666666667,3045.9,4.1031,4.0107,0.02309595820731384
979,89.96625900605476,4.1979,4.1886,2.5809,3.342,2.0,4.0993,2.5779964444444445,9.791290666666665,4640.0,0.08,4.1998,3.3865322666666664,13.17140337777778,9627.2,4897.200000000001,-4.0,2.5,3.404432,11.671128000000001,3063.3,4.1105,4.0184,0.023025000000000073
980,90.13838763901364,4.1979,4.1892,2.5809,3.3404,2.0005,4.0997,2.6281544444444442,9.967850666666667,4730.0,0.08,4.1998,3.4097123555555555,13.234744888888889,9388.5,4668.5,-4.0003,2.5,3.4109455555555557,11.700270222222219,3069.1000000000004,4.104,4.0259,0.0195235357348199
981,90.08968705721404,4.1979,4.1892,2.5756,3.341,2.0002999999999997,4.0987,2.6225804444444445,9.945622222222223,4720.0,0.07998999999999999,4.1998,3.4096412444444444,13.2354048,9401.900000000001,4691.9000000000015,-4.0007,2.5,3.4091026666666666,11.689089777777776,3067.5,4.104,4.0246,0.019846526857799807
